Institution,City,State,Zip,Instituion URL,Cost of Attendance,In-state Tuition,Out-of-State Tuition,Average Faculty Salary,Student Spending Ratio
Pennsylvania State University-Penn State Scranton,Dunmore,PA,18512-1602,scranton.psu.edu/,25765.29411764706,14476.0,23466.0,7986.2941176470595,0.7606163769933704
Pennsylvania State University-Penn State Lehigh Valley,Center Valley,PA,18034-8447,lehighvalley.psu.edu/,26546.764705882357,14476.0,23466.0,8257.764705882353,0.7605964148098509
Pennsylvania State University-Penn State Altoona,Altoona,PA,16601-3777,altoona.psu.edu/,27328.235294117647,15206.0,24916.0,8529.235294117647,0.76060558271566
Pennsylvania State University-Penn State Beaver,Monaca,PA,15061-2764,beaver.psu.edu/,28109.70588235294,13710.0,22302.0,8800.70588235294,0.7605616753419683
Pennsylvania State University-Penn State Berks,Reading,PA,19610-1016,berks.psu.edu/,28891.17647058824,15206.0,24916.0,9072.176470588236,0.7605275703162244
Pennsylvania State University-Penn State Harrisburg,Middletown,PA,17057-4846,harrisburg.psu.edu,29672.64705882353,15206.0,24916.0,9343.64705882353,0.7605455122105931
Pennsylvania State University-Penn State Brandywine,Media,PA,19063-5522,brandywine.psu.edu/,30454.117647058825,14476.0,23466.0,9615.117647058823,0.7604662616975866
Pennsylvania State University-Penn State DuBois,DuBois,PA,15801-2549,dubois.psu.edu/,31235.58823529412,13710.0,22302.0,9886.58823529412,0.7605881613673495
Pennsylvania State University-Penn State Fayette- Eberly,Lemont Furnace,PA,15456-1025,fayette.psu.edu/,32017.058823529413,13710.0,22302.0,10158.058823529413,0.7605516088591726
Pennsylvania State University-Penn State Hazleton,Hazleton,PA,18202-8025,hazleton.psu.edu/,32798.529411764706,14476.0,23466.0,10429.529411764706,0.7605823068309071
Pennsylvania State University-Main Campus,University Park,PA,16802-1503,www.psu.edu/,33580.0,18450.0,35514.0,10701.0,0.760584488572499
Pennsylvania State University-Penn State Greater Allegheny,McKeesport,PA,15132-7644,greaterallegheny.psu.edu/,31026.666666666668,13710.0,22302.0,10181.333333333334,0.7605621431708388
Pennsylvania State University-Penn State Mont Alto,Mont Alto,PA,17237-9700,montalto.psu.edu/,28473.33333333333,13710.0,22302.0,9661.666666666666,0.7605297697172175
Pennsylvania State University-Penn State Abington,Abington,PA,19001-3918,abington.psu.edu/,25920.0,14532.0,23720.0,9142.0,0.7605278478556181
Pennsylvania State University-Penn State Schuylkill,Schuylkill Haven,PA,17972-2202,schuylkill.psu.edu/,23366.666666666664,14476.0,23466.0,8622.333333333334,0.7606488360574541
Pennsylvania State University-Penn State York,York,PA,17403-3326,york.psu.edu/,20813.33333333333,14476.0,23466.0,8102.666666666667,0.7605055292259084
Peirce College,Philadelphia,PA,19102-4699,https://www.peirce.edu/,18260.0,15060.0,15060.0,7583.0,0.42032275878996134
Penn Commercial Business/Technical School,Washington,PA,15301-6822,www.penncommercial.edu/,20192.0,17313.0,17313.0,2860.0,0.4971402425074354
Pennco Tech-Bristol,Bristol,PA,19007,www.penncotech.edu/pennco-bristol.php,39688.0,28844.5,28844.5,4865.0,0.204625087596356
Pennsylvania Academy of the Fine Arts,Philadelphia,PA,19102-1510,https://www.pafa.org/,59184.0,40376.0,40376.0,7187.0,0.8413039234823345
Pennsylvania College of Art and Design,Lancaster,PA,17608-0059,pcad.edu/,35490.0,26600.0,26600.0,4186.0,0.3661054234706828
University of Pennsylvania,Philadelphia,PA,19104-6303,www.upenn.edu/,75303.0,57770.0,57770.0,18277.0,1.3415894133465431
The University of the Arts,Philadelphia,PA,19102-4901,https://www.uarts.edu/,65447.0,46680.0,46680.0,6953.0,0.6114537841610013
Cairn University-Langhorne,Langhorne,PA,19047-2990,www.cairn.edu/,39654.0,28918.0,28918.0,6253.0,0.71099546008194
Philadelphia College of Osteopathic Medicine,Philadelphia,PA,19131,www.pcom.edu/,41458.5,26959.0,26959.0,7354.5,0.5566772017547997
University of the Sciences,Philadelphia,PA,19104-4495,www.usciences.edu/,43263.0,25000.0,25000.0,8456.0,0.6518931043817922
Community College of Philadelphia,Philadelphia,PA,19130-3991,www.ccp.edu/,12446.0,4632.0,13896.0,7244.0,2.1205756514974716
University of Pittsburgh-Bradford,Bradford,PA,16701,www.upb.pitt.edu/,27249.0,14158.0,25626.0,7545.0,0.8710787290022263
University of Pittsburgh-Greensburg,Greensburg,PA,15601-5860,www.greensburg.pitt.edu/,26377.0,14148.0,25616.0,7285.0,0.5720728534258456
University of Pittsburgh-Johnstown,Johnstown,PA,15904,www.upj.pitt.edu/,26932.0,14156.0,25624.0,7602.0,0.6097129532845541
University of Pittsburgh-Pittsburgh Campus,Pittsburgh,PA,15260,www.pitt.edu/,33168.0,19718.0,33746.0,11116.0,0.9908876669285153
University of Pittsburgh-Titusville,Titusville,PA,16354,www.titusville.pitt.edu/home,26134.0,12006.0,21946.0,6913.0,1.2439140811455847
Pittsburgh Institute of Aeronautics,West Mifflin,PA,15122,www.pia.edu/,34683.0,21789.0,21789.0,3805.0,0.33172753753080886
Pittsburgh Institute of Mortuary Science Inc,Pittsburgh,PA,15206-3706,www.pims.edu/,33486.0,19210.5,19210.5,8054.0,0.36499513575661097
Pittsburgh Technical College,Oakdale,PA,15071,www.ptcollege.edu/,32289.0,16632.0,16632.0,5313.0,0.5644859813084112
Pittsburgh Theological Seminary,Pittsburgh,PA,15206-2596,https://www.pts.edu/,38141.5,24691.0,24691.0,10426.0,17.106819553409778
Point Park University,Pittsburgh,PA,15222-1984,www.pointpark.edu/,43994.0,32750.0,32750.0,8371.0,0.5614769230769231
Reading Area Community College,Reading,PA,19603,https://www.racc.edu/,14396.0,5670.0,10770.0,6383.0,0.9727124425329972
Reconstructionist Rabbinical College,Wyncote,PA,19095-1898,www.rrc.edu/,21401.0,11630.0,15030.0,7368.0,5.612053832650673
Reformed Presbyterian Theological Seminary,Pittsburgh,PA,15208-2594,www.rpts.edu,28406.0,17590.0,19290.0,7965.0,0.8922001471670346
Walnut Hill College,Philadelphia,PA,19104,www.walnuthillcollege.edu/,35411.0,23550.0,23550.0,5182.0,0.8005781575479318
Robert Morris University,Moon Township,PA,15108-1189,www.rmu.edu/,46974.0,31200.0,31200.0,12409.0,0.5188218617105056
Rosedale Technical College,Pittsburgh,PA,15205-9791,www.rosedaletech.org/,25139.0,15125.0,15125.0,4810.0,0.3489137590520079
Rosemont College,Rosemont,PA,19010-1699,www.rosemont.edu/,35337.0,20500.0,20500.0,5313.0,0.3629685282577845
Saint Francis University,Loretto,PA,15940,www.francis.edu/,52663.0,38170.0,38170.0,7145.0,0.6171033382098683
Saint Joseph's University,Philadelphia,PA,19131-1395,https://www.sju.edu/,61227.0,46550.0,46550.0,10603.0,0.5180386178861789
Saint Vincent College,Latrobe,PA,15650-2690,https://www.stvincent.edu/,49169.0,36510.0,36510.0,7666.0,0.7051764538805653
Saint Vincent Seminary,Latrobe,PA,15650-2690,www.saintvincentseminary.edu/,55073.5,41150.0,41150.0,5755.0,0.7051401869158879
University of Scranton,Scranton,PA,18510-4699,www.scranton.edu/,60978.0,45790.0,45790.0,10468.0,0.585256646971935
Seton Hill University,Greensburg,PA,15601,www.setonhill.edu/,48759.0,36856.0,36856.0,7668.0,0.6516559939406459
Laurel Technical Institute,Hermitage,PA,16148,www.laurel.edu/,13873.0,10645.0,10645.0,3357.0,0.4846291154303848
Shippensburg University of Pennsylvania,Shippensburg,PA,17257-2299,www.ship.edu/,27875.0,13544.0,21586.0,10351.0,1.114952751528627
Slippery Rock University of Pennsylvania,Slippery Rock,PA,16057-1383,https://www.sru.edu/,24698.0,10507.0,14615.0,9689.0,0.8891901449958741
Saint Charles Borromeo Seminary-Overbrook,Wynnewood,PA,19096,www.scs.edu/,40135.0,21913.0,21913.0,3915.0,0.5772456623343364
South Hills School of Business & Technology,State College,PA,16801-4516,www.southhills.edu/,27184.0,17079.0,17079.0,5242.0,0.43244406196213425
Susquehanna University,Selinsgrove,PA,17870-1025,www.susqu.edu/,62177.0,49180.0,49180.0,8229.0,0.6615161196630845
Swarthmore College,Swarthmore,PA,19081,www.swarthmore.edu/,71167.0,54656.0,54656.0,13598.0,1.2607994625461874
Thaddeus Stevens College of Technology,Lancaster,PA,17602-3198,www.stevenscollege.edu/,16047.0,8250.0,8250.0,8455.0,1.2816043323743442
Talmudical Yeshiva of Philadelphia,Philadelphia,PA,19131,www.meterware.com/typ/Talmudical_Yeshiva_of_Philadelphia/NetPriceCalculator/,19600.0,9450.0,9450.0,4946.0,1.5366829055478806
Temple University,Philadelphia,PA,19122-6096,www.temple.edu/,31958.0,16970.0,29882.0,11234.0,0.6280469455311466
Theological Seminary of the Reformed Episcopal Church,Blue Bell,PA,19422-1257,www.reseminary.edu/,39299.5,24783.0,31239.0,2759.0,9.196267496111975
Thiel College,Greenville,PA,16125-2181,www.thiel.edu/,46641.0,32596.0,32596.0,6771.0,0.8315129151291513
Thomas Jefferson University,Philadelphia,PA,19107,www.jefferson.edu/,58295.0,41866.0,41866.0,8920.0,0.8819934016322278
Fortis Institute-Erie,Erie,PA,16506-1013,https://www.fortis.edu/,42411.0,13157.0,13157.0,6369.0,0.9323280159521435
Triangle Tech Inc-Pittsburgh,Pittsburgh,PA,15214-3897,www.triangle-tech.edu/,26527.0,17792.0,17792.0,3818.0,0.4021495399365963
Triangle Tech Inc-Greensburg,Greensburg,PA,15601-3304,www.triangle-tech.edu/,25413.0,17758.0,17758.0,3663.0,0.38472622478386165
Triangle Tech Inc-Dubois,Falls Creek,PA,15840-3333,www.triangle-tech.edu/,26789.0,17800.0,17800.0,3666.0,0.3453163061932531
Trinity Episcopal School for Ministry,Ambridge,PA,15003-2397,www.tsm.edu/,47299.0,35705.0,35705.0,7481.0,2.2836676217765044
Ursinus College,Collegeville,PA,19426-1000,www.ursinus.edu/,67809.0,53610.0,53610.0,9063.0,0.7813686208350907
University of Valley Forge,Phoenixville,PA,19460-2373,https://www.valleyforge.edu/,35302.0,22000.0,22000.0,5683.0,0.49818632221534104
Valley Forge Military College,Wayne,PA,19087-3695,www.vfmac.edu/,47392.0,30975.0,30975.0,4894.0,0.4247844259517265
Villanova University,Villanova,PA,19085-1699,www.villanova.edu/,70645.0,55280.0,55280.0,11528.0,0.5343541550290802
Washington & Jefferson College,Washington,PA,15301,www.washjeff.edu/,62184.0,49338.0,49338.0,8262.0,0.7849003590197201
Waynesburg University,Waynesburg,PA,15370-1257,www.waynesburg.edu/,36042.0,25570.0,25570.0,6959.0,0.8043281494281247
West Chester University of Pennsylvania,West Chester,PA,19383,https://www.wcupa.edu/,25919.0,10421.0,22245.0,9882.0,0.7519819907996477
Pittsburgh Career Institute,Pittsburgh,PA,15219-1907,https://www.pci.edu/,35947.0,20458.0,20458.0,4901.0,0.25876110562685095
Westminster College,New Wilmington,PA,16172,www.westminster.edu/,49098.0,37300.0,37300.0,6885.0,0.8850480856468881
Westminster Theological Seminary,Glenside,PA,19038,https://www.wts.edu/,29845.5,21377.0,25439.0,8179.0,0.9252697062760847
Westmoreland County Community College,Youngwood,PA,15697-1895,https://westmoreland.edu/,10593.0,5454.0,13578.0,7104.0,1.081908831908832
Widener University,Chester,PA,19013-5792,www.widener.edu/,61834.0,47328.0,47328.0,9151.0,0.5621895440908867
Wilkes University,Wilkes-Barre,PA,18766,www.wilkes.edu/,52824.0,37622.0,37622.0,9128.0,0.5571333481251387
Williamson College of the Trades,Media,PA,19063-5299,https://www.williamson.edu/,33442.0,27570.0,27570.0,6359.0,4.338278931750742
Wilson College,Chambersburg,PA,17201-1285,www.wilson.edu/,36666.0,25300.0,25300.0,6869.0,0.5241519174041298
Yeshivath Beth Moshe,Scranton,PA,18505-2196,https://yeshivabethmoshe.com/,17100.0,9600.0,9600.0,5127.0,1.0478051213834387
York College of Pennsylvania,York,PA,17403-3651,www.ycp.edu/,31858.0,20885.0,20885.0,8997.0,0.6432191780821918
YTI Career Institute-York,York,PA,17402,www.yti.edu/,52875.0,39644.5,39644.5,3223.0,0.36773801074723717
Brown University,Providence,RI,02912,www.brown.edu/,73892.0,58404.0,58404.0,15039.0,0.8689115749911118
Bryant University,Smithfield,RI,02917-1291,https://www.bryant.edu/,61499.0,45395.0,45395.0,14279.0,0.41084844432207057
Johnson & Wales University-Providence,Providence,RI,02903-3703,www.jwu.edu/campuses/providence/index.html,49107.0,33404.0,33404.0,9732.0,0.5489452766738001
New England Institute of Technology,East Greenwich,RI,02818-1205,www.neit.edu/,42927.0,30840.0,30840.0,6866.0,0.6679924995738394
Providence College,Providence,RI,02918-0001,www.providence.edu/,67065.0,52438.0,52438.0,10965.0,0.4944583125312032
Rhode Island College,Providence,RI,02908,www.ric.edu/,16982.0,9578.0,23043.0,9062.0,1.438578826237054
Community College of Rhode Island,Warwick,RI,02886-1807,www.ccri.edu/,11216.0,4700.0,12544.0,6773.0,2.6892940263770364
University of Rhode Island,Kingston,RI,02881,web.uri.edu/,29865.0,14566.0,31686.0,9936.0,0.6307347481963999
Rhode Island School of Design,Providence,RI,02903-2784,www.risd.edu/,70323.0,52860.0,52860.0,10494.0,0.4496073139300216
Roger Williams University,Bristol,RI,02809-2921,https://www.rwu.edu/,53679.0,36978.0,36978.0,12321.0,0.8807717762052639
Salve Regina University,Newport,RI,02840-4192,www.salve.edu/,59263.0,41450.0,41450.0,8853.0,0.49443820798040616
Northpoint Bible College,Haverhill,MA,01835,www.northpoint.edu/,28942.0,13080.0,13080.0,5629.0,0.5717203150831469
Aiken Technical College,Graniteville,SC,29829,https://www.atc.edu/,10056.0,4826.0,6880.0,5721.0,1.5953947368421053
Allen University,Columbia,SC,29204,www.allenuniversity.edu/,24359.0,13340.0,13340.0,4923.0,0.3821656050955414
Anderson University,Anderson,SC,29621-4035,www.andersonuniversity.edu/,42907.0,29230.0,29230.0,6688.0,0.4553720665908939
Charleston Southern University,Charleston,SC,29406-9121,https://www.charlestonsouthern.edu/,38741.0,26000.0,26000.0,6039.0,0.6223149435944986
Technical College of the Lowcountry,Beaufort,SC,29901-1288,www.tcl.edu/,14473.0,4852.0,10396.0,5667.0,1.4405782896348933
Benedict College,Columbia,SC,29204-1086,www.benedict.edu/,27927.0,16600.0,16600.0,5808.0,0.42134663341645884
Bob Jones University,Greenville,SC,29614-0001,www.bju.edu/,26651.0,19100.0,19100.0,4517.0,0.5634654755257771
Southern Wesleyan University,Central,SC,29630-1020,www.swu.edu/,36048.0,25516.0,25516.0,5615.0,0.47422761664564944
College of Charleston,Charleston,SC,29424-0001,www.cofc.edu/,29576.0,12939.0,33269.0,8824.0,0.6567276200873362
Northeastern Technical College,Cheraw,SC,29520,www.netc.edu/,12065.0,4518.0,7350.0,4459.0,3.743482794577685
Citadel Military College of South Carolina,Charleston,SC,29409,www.citadel.edu/,29663.0,12620.0,35876.0,8884.0,0.9927221013886565
Claflin University,Orangeburg,SC,29115-4498,www.claflin.edu/,33191.0,17192.0,17192.0,7176.0,0.6879280468685535
Clemson University,Clemson,SC,29634,www.clemson.edu/,31158.0,15558.0,38550.0,10621.0,0.7476800455451181
Clinton College,Rock Hill,SC,29730,www.clintoncollege.edu/,21176.0,10020.0,10020.0,3971.0,0.7022011647418813
Coker University,Hartsville,SC,29550,https://coker.edu/,41619.0,30196.0,30196.0,5651.0,0.5217174238642037
Columbia International University,Columbia,SC,29203-1513,www.ciu.edu/,36104.0,24000.0,24000.0,4894.0,0.6606593782029382
Columbia College,Columbia,SC,29203,www.columbiasc.edu/,32483.0,19890.0,19890.0,6079.0,0.5906466043106954
Converse College,Spartanburg,SC,29302-0006,www.converse.edu/,31461.0,19890.0,19890.0,6365.0,0.7402475814001872
Denmark Technical College,Denmark,SC,29042,www.denmarktech.edu/,19272.0,5647.0,11055.0,4791.0,2.8872939925571504
Erskine College,Due West,SC,29639,www.erskine.edu/,53000.0,36510.0,36510.0,4954.0,0.8490218642117376
Florence-Darlington Technical College,Florence,SC,29501-0548,https://www.fdtc.edu/,10416.0,4772.0,6908.0,5873.0,2.452577319587629
Forrest College,Anderson,SC,29624-2405,www.forrestcollege.edu/,26066.0,10650.0,10650.0,2853.0,0.4143230138008206
Francis Marion University,Florence,SC,29506,www.fmarion.edu/,22102.0,11160.0,21544.0,7440.0,1.3787990196078432
Furman University,Greenville,SC,29613-6162,www.furman.edu/,65231.0,50844.0,50844.0,9788.0,0.9565123510105372
Greenville Technical College,Greenville,SC,29606,www.gvltec.edu/,13822.0,4778.0,9410.0,5269.0,2.164928909952607
Horry-Georgetown Technical College,Conway,SC,29526,www.hgtc.edu/,12556.0,4372.0,8620.0,5989.0,1.3225243202793715
Lander University,Greenwood,SC,29649-2099,https://www.lander.edu/,24194.0,11700.0,21300.0,6539.0,1.1639943170286178
Limestone University,Gaffney,SC,29340-3799,www.limestone.edu/,40695.0,26300.0,26300.0,5302.0,0.457781262250098
Medical University of South Carolina,Charleston,SC,29425,https://web.musc.edu/,26445.5,15544.0,20056.0,10113.0,2.5537505682679194
Midlands Technical College,West Columbia,SC,29170-2176,https://www.midlandstech.edu/,12196.0,4788.0,13812.0,6339.0,1.4128771780705482
Morris College,Sumter,SC,29150-3599,https://www.morris.edu/,25845.0,14326.0,14326.0,5132.0,0.6361284062424193
Newberry College,Newberry,SC,29108,www.newberry.edu/,40887.0,27400.0,27400.0,5741.0,0.582328594565413
North Greenville University,Tigerville,SC,29688-1892,www.ngu.edu/,36044.0,21120.0,21120.0,5765.0,0.5052134566201062
Orangeburg Calhoun Technical College,Orangeburg,SC,29118-8299,www.octech.edu/,14011.0,4570.0,7370.0,5303.0,3.021098901098901
Piedmont Technical College,Greenwood,SC,29646,www.ptc.edu/,17098.0,4547.0,6593.0,5388.0,1.6256617876051074
Presbyterian College,Clinton,SC,29325,https://www.presby.edu/,52679.0,39460.0,39460.0,8241.0,0.7626323387872955
University of South Carolina Aiken,Aiken,SC,29801,www.usca.edu/,22683.0,10760.0,21218.0,7155.0,1.190977203889686
University of South Carolina Beaufort,Bluffton,SC,29909,www.uscb.edu/,24033.0,10730.0,21776.0,7247.0,1.1397720455908817
University of South Carolina-Columbia,Columbia,SC,29208,www.sc.edu/,28059.0,12688.0,33928.0,10667.0,0.886218980190231
University of South Carolina-Lancaster,Lancaster,SC,29720-0889,www.sc.edu/about/system_and_campuses/lancaster/index.php,16415.0,7558.0,18238.0,6118.0,2.4772026054165237
University of South Carolina-Salkehatchie,Allendale,SC,29810-0617,uscsalkehatchie.sc.edu/,20676.0,7558.0,18238.0,5751.0,2.4144021739130435
University of South Carolina-Sumter,Sumter,SC,29150-2498,www.sc.edu/about/system_and_campuses/sumter/index.php,17551.0,7558.0,18238.0,6100.0,2.31687898089172
University of South Carolina-Union,Union,SC,29379-0729,www.sc.edu/about/system_and_campuses/union/index.php,19938.0,7558.0,18238.0,6188.0,2.485911749069644
Coastal Carolina University,Conway,SC,29526,www.coastal.edu/,24325.0,11640.0,27394.0,7736.0,0.685459492140266
South Carolina State University,Orangeburg,SC,29117-0001,www.scsu.edu/,30052.0,11060.0,21750.0,7145.0,0.9275121850046666
University of South Carolina-Upstate,Spartanburg,SC,29303-4999,www.uscupstate.edu/,24227.0,11558.0,23060.0,7147.0,1.0891412570006223
Sherman College of Chiropractic,Spartanburg,SC,29316,https://www.sherman.edu/,26656.5,14434.0,20185.0,6309.0,0.4942943413983765
Spartanburg Methodist College,Spartanburg,SC,29301-5899,https://www.smcsc.edu/,29086.0,17310.0,17310.0,5593.0,0.46042449701525534
Spartanburg Community College,Spartanburg,SC,29303,https://www.sccsc.edu/,13086.0,4782.0,9582.0,5863.0,1.8584142394822007
Central Carolina Technical College,Sumter,SC,29150-2499,www.cctech.edu/,12007.0,5549.0,8753.0,5178.0,2.9020340390203403
Tri-County Technical College,Pendleton,SC,29670,https://www.tctc.edu/,15806.0,4448.0,10040.0,5380.0,1.9170052234474753
Trident Technical College,Charleston,SC,29423-8067,https://www.tridenttech.edu/,10851.0,4648.0,8690.0,5808.0,1.4815674142820314
Voorhees College,Denmark,SC,29042,www.voorhees.edu/,26262.0,12630.0,12630.0,4927.0,0.7133446451741691
Williamsburg Technical College,Kingstree,SC,29556-4197,www.wiltech.edu/,15665.0,4488.0,8400.0,4583.0,12.891139240506329
Winthrop University,Rock Hill,SC,29733,www.winthrop.edu/,28673.0,15806.0,30136.0,7619.0,1.0228851189798474
Wofford College,Spartanburg,SC,29303-3663,www.wofford.edu/,59862.0,45710.0,45710.0,8304.0,0.7556382099421419
York Technical College,Rock Hill,SC,29730,www.yorktech.edu/,14278.0,5005.0,10309.0,5720.0,1.3726834221883726
Augustana University,Sioux Falls,SD,57197-0001,www.augie.edu/,46888.0,33960.0,33960.0,7020.0,0.8967511602998929
